,SMILES,MVS-A,Score,MVS-A percentile,Score percentile,Confirmed,Filter alerts
64,C=CCn1cc(C(=O)NCCCN(CC)CC)c(=O)c2cc(S(=O)(=O)N3CCC(C)CC3)ccc21,80.89695236007469,41.0,95.54285714285714,4.457142857142857,0,2.0
2583,Oc1c(Cl)cc(Cl)cc1C=Nc1ccc2c(c1)OCCO2,80.93250231412767,7.0,95.5047619047619,4.495238095238095,0,1.0
366,CC1CCN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)NCCCN2C(C)CCCC2C)C(=O)CO3)CC1,80.94540151010327,31.0,95.46666666666667,4.533333333333333,0,1.0
140,CC(C)(C)N/N=C/c1cc(Cl)cc([N+](=O)[O-])c1O,80.9758917867933,16.0,95.42857142857143,4.571428571428571,0,3.0
1086,COc1cc(C(CCN2CCCC(C)C2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc(OC)c1OC,81.00897358720306,42.0,95.39047619047619,4.609523809523809,0,3.0
2041,NC(=O)CCCn1c(C(=O)c2cc(Cl)c(N)c(Cl)c2)c2ccc([N+](=O)[O-])cc2[n+]1[O-],81.1068060309892,43.0,95.35238095238095,4.647619047619048,0,0.0
69,C=Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1,81.13779755226909,30.0,95.31428571428572,4.685714285714286,0,0.0
2188,O=C(C[n+]1cc(Br)cc2ccccc21)c1ccc(Cl)cc1,81.19185182066421,27.0,95.27619047619048,4.723809523809524,0,1.0
634,CCN1CCN(c2cc(C)c3cc(NC(=S)NCCCN4CCc5ccccc5C4)ccc3n2)CC1,81.26424810930452,10.0,95.23809523809524,4.761904761904762,0,2.0
778,CCOc1ccc(-n2c(SCc3nc(-c4cccs4)no3)nnc2-c2ccncc2)cc1,81.32245706345392,5.0,95.2,4.8,0,1.0
516,CCCN(CCC)CCCNC(=S)Nc1ccc2nc(N3CCN(CC)CC3)cc(C)c2c1,81.40120811009928,25.0,95.16190476190476,4.838095238095238,0,2.0
643,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,81.45090964776043,26.0,95.12380952380953,4.876190476190477,0,0.0
2239,O=C(NC1CCCCC1)C(c1ccc2ncccc2c1)N(Cc1ccc2c(c1)OCO2)C(=O)c1cccs1,81.83243597767041,54.0,95.08571428571429,4.914285714285715,0,2.0
75,CC(/C=C1\SC(=S)N(NC(=O)c2ccncc2)C1=O)=C\c1ccccc1,81.959007578672,23.0,95.04761904761905,4.9523809523809526,0,1.0
68,C=Cn1cc[n+](CC(=O)c2ccc(Br)cc2)c1,82.00808724323475,26.0,95.00952380952381,4.9904761904761905,0,0.0
781,CCOc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1OC,82.03203233487542,16.0,94.97142857142858,5.0285714285714285,0,2.0
396,CCC(C)NS(=O)(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1,82.03491924502708,44.0,94.93333333333334,5.066666666666666,0,0.0
260,CC(NC(=O)c1cccc(OC2CCN(C(=O)C3CC3)CC2)c1)c1ccc(F)cc1,82.20701660179418,21.0,94.8952380952381,5.104761904761904,0,0.0
1275,COc1ccc(OC)c(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)c1,82.55602465328704,21.0,94.85714285714286,5.142857142857143,0,2.0
780,CCOc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1OC,82.68796130781833,19.0,94.81904761904762,5.180952380952381,0,2.0
902,CCn1c(SCc2nc(-c3ccc(OC)c(OC)c3)no2)nnc1-c1cccs1,82.75538480697637,42.0,94.78095238095239,5.219047619047619,0,0.0
89,CC(=O)N1c2ccc(N=Cc3cc(Br)cc(Br)c3O)cc2CC1C,82.75832845404629,10.0,94.74285714285715,5.257142857142857,0,1.0
2572,Oc1c(Br)cc(Br)cc1C=NCc1ccc(F)cc1,82.79714035004234,29.0,94.70476190476191,5.295238095238095,0,1.0
1980,Fc1ccc(-n2c(SCc3nc(-c4cccs4)no3)nnc2-c2ccncc2)cc1,83.0672624417983,6.0,94.66666666666667,5.333333333333333,0,0.0
1229,COc1ccc(CN(C(=O)c2cccs2)C(C(=O)NC2CCCCC2)c2ccc3ncccc3c2)cc1,83.08340131767135,38.0,94.62857142857143,5.371428571428571,0,2.0
2191,O=C(C[n+]1cccc(Br)c1)c1ccccc1,83.10154582690414,18.0,94.5904761904762,5.40952380952381,0,1.0
1786,Cc1cccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccco3)N3CCCCC3)c2)c1,83.12398057064149,25.0,94.55238095238096,5.447619047619048,0,0.0
1068,COc1cc(/C=C2/C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)ccc1OS(=O)(=O)c1ccccc1,83.18907408273661,20.0,94.51428571428572,5.485714285714286,0,5.0
807,CCS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OS(=O)(=O)c4ccccc4)c(OC)c3)C(=N)N21,83.25837409261133,9.0,94.47619047619048,5.523809523809524,0,5.0
2193,O=C(C[n+]1cccc2ccccc21)c1ccc(Br)cc1,83.26089589851226,47.0,94.43809523809524,5.561904761904762,0,1.0
1420,C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,83.30521433639012,10.0,94.38095238095238,5.619047619047619,0,0.0
247,CC(Cc1ccccc1)Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,83.30521433639012,10.0,94.38095238095238,5.619047619047619,0,0.0
1670,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccco3)N3CCCCC3)c2)cc1,83.38234849954885,71.0,94.32380952380953,5.6761904761904765,0,0.0
2059,NCCCn1c(C(=O)c2cc(Cl)c(N)c(Cl)c2)c2ccc([N+](=O)[O-])cc2[n+]1[O-],83.41600394386101,11.0,94.28571428571429,5.714285714285714,0,0.0
2280,O=C(NNC(=S)NC(=O)c1sc2ccccc2c1Cl)c1ccc(Cl)cc1,83.4571259140402,31.0,94.24761904761905,5.752380952380952,0,1.0
367,CC1CCN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)NCCCN2CCCCC2C)C(=O)CS3)CC1,83.64035134115322,12.0,94.20952380952382,5.79047619047619,0,1.0
332,CC1CCCC(NC(=O)c2ccc(CNc3c(N4CCCC4)c(=O)c3=O)cc2)C1C,83.7845060001754,68.0,94.17142857142858,5.828571428571428,0,1.0
